index	freq(Hz)	pow(dB/Hz)
1	1083.0566313277775	86.90964593118589
2	1498.798902408612	82.92037377155417
3	2011.2847353289071	76.91767755136998
4	2366.9841006875736	79.54094779875203
5	2663.0048625150885	77.9260153176647
6	3124.0458568036415	76.4039391778416
7	3515.669994937191	69.31348675894999
8	3919.257398936836	60.3629098659786
9	4213.421548757658	60.60693849520214
10	4463.0380277019085	46.57960098543383
11	4869.494303307551	66.82087967717142
